caseID,anthrax,babesiosis,blackleg_black_quarter,cbpp,colibacillosis,cowdriosis,fmd_foot_and_mouth_disease,fasciolosis,lsd_lumpy_skin_disease_,lungworm_verminous_pneumonia,pasteurellosis_pneumonic,gi_parasites,rabies,trypanosomosis,tuberculosis,zz_other,coenurosis,contagious_ecthyma_orf_,haemonchosis,hypoglycemia_pregnancy_toxemia,mange_mites,nasal_bot,pox,ppr,trichostrongylosis,brucellosis,ccpp,mastitis,camel_calf_diarrhoea,plant_poisoning,abscess,respiratory_infections,sudden_death_unkown_d,african_horse_sickness,ascaris_foals,gi_non_infectious_colic,habronemiasis,heat_stress,epizootic_lymphangitis,ulcerative_lymphangitis,resp_lower_bact,resp_upper_bact,resp_asth_lungworm,resp_viral,strangles,tetanus,hemorrhagic_septicemia,region,location,species,age,breed,sex,app_disease,user_disease
4654,0.000108526,0.537311,0.00268158,0.937332,5.91E-05,33.58,8.32173,0.0871888,2.89563,42.7875,6.12952,0.113527,0.000308019,3.21984,1.38684,0.000423575,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Somali,Tuli Guled,Cattle,Older than 2 Years,Local,Female,Lungworm /Verminous pneumonia,-1
4655,0.000108526,0.537311,0.00268158,0.937332,5.91E-05,33.58,8.32173,0.0871888,2.89563,42.7875,6.12952,0.113527,0.000308019,3.21984,1.38684,0.000423575,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Somali,Tuli Guled,Cattle,Older than 2 Years,Local,Female,Lungworm /Verminous pneumonia,-1
4656,0.000150293,0.00613456,0.00534866,17.394,0.00141862,57.9293,14.6013,4.03E-07,0.137145,0.03208,1.49798,0.000110933,0.00004119,0.873409,7.52164,5.57E-09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Somali,Tuli Guled,Cattle,7-12 Months,Local,Male,Cowdriosis,-1
4657,4.65E-06,0.0323882,0.000425389,0.00479304,0.788112,36.0165,19.7467,0.00791401,0.0472173,0.0608923,0.000253772,0.270941,3.34E-07,42.7331,0.290247,0.000462251,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,"jimma,Dedo,kuno kebele",Cattle,Older than 2 Years,Local,Male,Trypanosomosis,-1
4658,-1,-1,-1,-1,-1,6.39793,-1,6.97E-05,-1,4.02679,66.4531,-1,-1,-1,-1,7.60E-10,0.01019,0.00112197,8.91E-06,5.84813,2.97E-05,0.0362972,15.9564,1.2698,7.77E-05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,"jimma,Dedo,kuno kebele",Sheep,13-24 Months,Local,Male,Pasteurellosis_pneumonic,-1
4659,0.0532658,0.0480057,0.0570748,0.0552006,73.4553,0.33604,1.17583,0.392994,0.544227,0.986672,0.0552006,12.4815,0.0552006,0.395567,0.0196497,9.88827,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,maaxoo,Cattle,Older than 2 Years,Local,Male,GI parasites,-1
4660,0.000159091,0.227349,0.00230984,0.0356762,6.86452,64.5012,19.8487,0.000704853,0.1316,7.47166,0.00557598,0.77711,0.000586702,0.0376469,0.00159712,0.0936279,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Sokoru,Cattle,Older than 2 Years,Local,Female,Cowdriosis,-1
4661,0.00587814,0.0539231,0.0165961,0.00556904,0.0079983,0.141254,0.0218331,34.4939,0.00740426,8.74824,0.00276602,46.2382,0.150495,0.110162,0.150626,9.84523,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,X/baltoo,Cattle,Older than 2 Years,Local,Male,GI parasites,-1
4662,0.270885,0.901633,1.36222,1.59502,22.5113,11.4188,12.3488,0.567779,12.2392,2.02399,1.31749,1.38713,0.0797511,22.2884,1.07197,8.61561,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,X/baltoo,Cattle,13-24 Months,Local,Male,Colibacillosis,-1
4663,0.0169966,2.15519,0.119133,0.177341,16.4977,3.17022,2.98704,22.2138,0.560659,2.24295,0.13249,48.2553,0.00602584,0.65924,0.016551,0.789336,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,X/baltoo,Cattle,Older than 2 Years,Local,Male,GI parasites,-1
4664,0.000781667,3.98719,0.0082477,0.472512,0.153726,23.4695,2.52542,0.0013777,2.84193,4.1244,0.0408055,0.131129,5.80E-05,52.5528,8.87326,0.81688,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Kitimbillee,Cattle,Older than 2 Years,Local,Male,Trypanosomosis,-1
4665,0.00979949,0.0339414,0.163464,0.00906481,3.21163,2.21646,1.59923,10.5829,3.14651,5.52482,0.00497783,30.5956,0.00547094,37.0482,1.76554,4.08239,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Kitimbillee,Cattle,Older than 2 Years,Local,Female,Trypanosomosis,-1
4666,-1,-1,-1,-1,-1,0.0843069,-1,0.0134289,-1,0.201021,27.7798,-1,-1,-1,-1,18.7636,0.000123869,0.0130721,0.00133461,0.00191934,0.000551778,0.000997819,23.8325,29.3065,0.000896692,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,X/baltoi,Sheep,13-24 Months,Local,Female,PPR,-1
4667,0.0151825,0.395236,0.538169,0.724583,10.5736,5.00551,4.10252,2.89059,7.81082,4.61109,0.385245,6.83739,0.0149932,47.9488,2.79868,5.3476,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,X/baltoo,Cattle,Older than 2 Years,Local,Female,Trypanosomosis,-1
4668,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Olancity,Cattle,7-12 Months,Local,Female,zz_Other,105
4669,-1,-1,-1,-1,-1,7.14286,-1,7.14286,-1,7.14286,7.14286,-1,-1,-1,-1,7.14286,7.14286,7.14286,7.14286,7.14286,7.14286,7.14286,7.14286,7.14286,7.14286,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Olancity,Sheep,7-12 Months,Local,Male,zz_Other,76
4670,1.31446,1.51143,1.31439,1.11958,1.84731,0.922534,0.74667,24.4667,0.599039,16.2365,0.846042,23.6888,14.7302,0.265096,0.720649,9.6707,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Olancity,Cattle,Older than 2 Years,Local,Female,zz_Other,28
4671,58.1043,0.00878191,28.0917,0.00137023,0.000275644,0.0110213,0.240619,1.65E-05,0.253001,0.053116,0.000348343,0.000048631,13.2353,1.96E-05,3.29E-05,7.30E-09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,karraa,Cattle,7-12 Months,Local,Male,Anthrax,-1
4672,5.11E-05,1.28239,0.024032,1.17012,0.473254,3.56596,3.22658,0.18383,0.0804452,0.0664748,0.377495,0.367563,1.46E-06,80.3335,8.56123,0.287034,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,y/ceeka(oomuu),Cattle,Older than 2 Years,Local,Female,Trypanosomosis,-1
4673,0.000170587,0.165251,0.00628572,0.00528844,0.00223762,0.0179125,0.121662,42.0278,0.00302718,5.36545,0.000763815,49.653,0.00278768,2.18171,0.446581,0.000116636,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,incinni,Cattle,Older than 2 Years,Local,Male,GI parasites,-1
4674,21.8333,0.0101814,2.50329,0.00134988,0.0310812,0.0078556,0.312641,0.00890354,1.11278,50.5013,0.000213637,0.165058,23.5086,0.000102713,0.00320028,0.000140652,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Gassa,Cattle,13-24 Months,Local,Female,Lungworm /Verminous pneumonia,-1
4675,0.00245062,0.000959565,0.00567113,0.000576637,62.3078,0.00429154,0.197736,0.238269,0.129815,29.6202,0.000281356,7.47718,0.0111997,0.00116395,0.00219597,0.000215596,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,y/ceeka,Cattle,Older than 2 Years,Local,Male,Colibacillosis,-1
4676,1.10646,0.104913,2.28027,48.2908,0.00199214,0.530441,4.48183,1.03E-06,18.3416,0.54147,7.00607,0.000198773,0.220029,1.61989,15.474,1.60E-09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,k/talkoo,Cattle,Older than 2 Years,Local,Female,CBPP,-1
4677,9.83587,8.57346,10.1931,9.8584,10.1931,8.57346,9.99712,0.0960922,9.14637,0.981915,10.1931,0.331149,4.4595,5.52157,1.92184,0.12385,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,k/talko,Cattle,Older than 2 Years,Local,Female,Blackleg /Black quarter,-1
4678,80.525,0.0121706,13.0871,0.00439336,0.000883795,0.00939035,0.375857,3.25E-06,0.811196,0.0430985,0.00111689,1.54E-05,5.12965,1.67E-05,4.55E-05,3.56E-11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,y/ceeka(karaba),Cattle,Older than 2 Years,Local,Female,Anthrax,-1
4679,-1,-1,-1,-1,-1,30.7087,-1,-1,-1,0.787402,0.787402,-1,-1,-1,-1,30.7087,-1,0.787402,-1,28.7559,1.76378,-1,0.787402,1.76378,0.787402,0.787402,0.787402,0.787402,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Y/Ceekaa,Goats,Older than 2 Years,Local,Female,zz_Other,31
4680,99.634,0.0146958,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000129136,0.0147775,0.0400248,-1,8.24E-12,-1,-1,-1,-1,4.46E-05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000126252,0.004842,0.000594277,0.090837,-1,-1,0.00116552,0.0313892,0.000558179,0.108239,0.0553806,0.00322914,-1,Oromia,Sheger,Donkey,Older than 2 Years,Local,Male,zz_Other,34
4681,1.77136,5.70231,9.31534,11.6477,3.79886,10.3168,13.5616,0.00567664,18.0532,0.277752,7.97167,0.0209615,0.05233,13.1833,4.287,0.0341819,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Olancity,Cattle,Older than 2 Years,Local,Male,Pasteurellosis_pneumonic,-1
4682,-1,-1,-1,-1,-1,3.61926,-1,-1,-1,0.538538,33.5909,-1,-1,-1,-1,12.117,-1,0.134287,-1,0.379301,0.00812877,-1,12.876,19.993,0.0735261,0.0827712,16.4792,0.108177,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Olancity,Goats,Older than 2 Years,Local,Female,Pasteurellosis_pneumonic,-1
4683,-1,-1,-1,-1,-1,1.47045,-1,-1,-1,1.2368,26.4423,-1,-1,-1,-1,14.9327,-1,0.870547,-1,0.0173848,0.0173848,-1,15.5925,23.215,0.0389419,0.226002,15.5925,0.347696,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Olancity,Goats,Older than 2 Years,Local,Male,Pox,-1
4684,1.61455,0.187095,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00222489,0.236697,0.187725,-1,11.2044,-1,-1,-1,-1,0.00076645,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33.6944,0.0638708,0.206911,0.000102417,0.89479,0.174467,0.00264771,16.9944,11.4538,1.70404,11.536,9.74373,0.0974475,-1,Oromia,Olancity,Horse/Mule,Older than 2 Years,Local,Male,Resp_lower_bact,-1
4685,0.119888,4.18997,0.922383,13.7254,4.47651,6.2276,12.9341,0.182898,13.4954,0.959125,9.0852,0.339085,0.00707497,24.0951,9.2344,0.00591516,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,A/sombo,Cattle,Older than 2 Years,Local,Male,Trypanosomosis,-1
4686,0.118908,4.15572,2.72146,5.8841,1.91908,10.0468,11.3815,1.27342,5.78547,1.62479,3.89483,1.47087,0.0250915,38.8719,9.15891,1.66713,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,A/somboo,Cattle,Older than 2 Years,Local,Female,Trypanosomosis,-1
4687,0.00975067,0.00203798,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0256067,0.00859653,0.00312796,-1,97.273,-1,-1,-1,-1,0.000237494,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.23163,0.0207425,0.000461215,0.00201727,-1,-1,1.19749,0.643229,0.0110934,0.0158602,0.550263,0.00482741,-1,Oromia,A/gibee,Donkey,13-24 Months,Local,Male,zz_Other,31
4688,0.000571975,0.00434699,0.0158365,1.60E-05,0.306693,0.704718,3.50531,0.00191153,0.201665,0.0208766,0.000118162,0.000621962,0.000078586,6.35E-05,1.21E-06,95.2372,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,leman,Cattle,7-12 Months,Local,Female,FMD (Foot & Mouth Disease),-1
4689,43.691,0.0329506,35.3582,0.0107428,0.000880504,0.075359,1.07876,2.04E-07,8.38204,0.136146,0.00592399,4.24E-07,11.225,0.00112336,0.00187702,4.34E-09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,"Jimma, Dedoo,kuno",Cattle,Older than 2 Years,Local,Male,Blackleg /Black quarter,-1
4690,0.374219,31.2222,4.15873,0.672429,0.30417,0.482114,43.6008,0.0319024,17.0043,0.879959,0.105097,0.0942882,0.00666675,1.03296,0.0301028,7.75E-11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,olanchit ,Cattle,Older than 2 Years,Local,Female,Babesiosis,-1
4691,43.691,0.0329506,35.3582,0.0107428,0.000880504,0.075359,1.07876,2.04E-07,8.38204,0.136146,0.00592399,4.24E-07,11.225,0.00112336,0.00187702,4.34E-09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,"Jimma,Dedoo,calte",Cattle,Older than 2 Years,Local,Male,Blackleg /Black quarter,-1
4692,-1,-1,-1,-1,-1,0.0205649,-1,-1,-1,0.437199,72.5943,-1,-1,-1,-1,1.32E-12,-1,0.0308714,-1,3.88E-05,0.000233973,-1,13.8682,0.0927563,0.000326963,0.00109568,12.9461,0.00830043,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,olanchit ,Goats,Older than 2 Years,Local,Female,Pasteurellosis_pneumonic,-1
4693,16.6878,2.47058,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.146531,60.5092,2.31015,-1,6.82E-11,-1,-1,-1,-1,0.000258132,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.01291,3.06846,6.29E-06,6.8912,-1,-1,0.00822514,0.0165114,0.000226756,0.0110794,0.0017438,6.8651,-1,Oromia,olanchit ,Donkey,13-24 Months,Local,Male,GI parasites,91
4694,16.6878,2.47058,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.146531,60.5092,2.31015,-1,6.82E-11,-1,-1,-1,-1,0.000258132,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.01291,3.06846,6.29E-06,6.8912,-1,-1,0.00822514,0.0165114,0.000226756,0.0110794,0.0017438,6.8651,-1,Oromia,olanchit ,Donkey,13-24 Months,Local,Male,GI parasites,91
4695,-1,-1,-1,-1,-1,0.00031224,-1,2.16121,-1,56.6504,7.36693,-1,-1,-1,-1,1.08E-05,0.0160031,0.00273312,2.73805,0.0130639,0.024844,0.00104176,0.333053,4.35003,26.3423,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,olanchit ,Sheep,13-24 Months,Local,Female,zz_Other,2
4696,4.92013,0.624404,23.6337,2.34934,0.759158,0.337564,40.9783,0.00279034,25.0875,0.536642,0.597254,0.0132369,0.0876526,0.0331833,0.0391152,6.78E-12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Sheger/dedo,Cattle,Older than 2 Years,Local,Male,FMD (Foot & Mouth Disease),-1
4697,24.0346,0.00451235,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000485024,0.0317108,0.0102273,-1,2.09E-10,-1,-1,-1,-1,0.000159039,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000328006,0.0337499,0.0277292,0.101109,-1,-1,0.00545736,0.736456,0.410005,74.5855,0.0161371,0.00176856,-1,Oromia,katta qadida,Donkey,Older than 2 Years,Local,Male,zz_Other,34
4698,-1,-1,-1,-1,-1,1.08199,-1,0.0068778,-1,10.7395,12.0157,-1,-1,-1,-1,4.73E-10,0.00207583,0.832137,0.214384,0.063444,0.00022839,0.0912899,74.8751,0.00143143,0.0758767,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,"Jimma,Dedoo,kuno",Sheep,Older than 2 Years,Local,Female,Pox,-1
4699,-1,-1,-1,-1,-1,0.00122088,-1,-1,-1,0.00624541,14.4589,-1,-1,-1,-1,2.97E-10,-1,7.34E-06,-1,1.39E-07,5.74E-05,-1,13.611,55.7224,0.00254544,1.35E-06,16.1976,4.48E-06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,walancity,Goats,7-12 Months,Local,Male,PPR,-1
4700,6.99269,0.251975,4.17985,0.221862,0.0113205,0.403783,7.79113,0.00537815,26.976,47.3056,0.118326,0.00240846,2.89694,0.364496,2.47823,2.00E-06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,welenchity,Cattle,Older than 2 Years,Local,Male,zz_Other,62
4701,-1,-1,-1,-1,-1,12.6828,-1,-1,-1,0.00468696,0.371295,-1,-1,-1,-1,83.7839,-1,0.0431681,-1,0.00382071,0.0104988,-1,1.73806,0.932077,0.00246065,0.0143078,0.178686,0.234254,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Olancity,Goats,Older than 2 Years,Local,Female,zz_Other,31
4702,-1,-1,-1,-1,-1,0.0225602,-1,0.00967216,-1,0.495168,19.6954,-1,-1,-1,-1,20.9665,9.09E-06,7.33E-05,0.000166618,0.00420712,0.000103749,0.000954643,25.5702,33.2332,0.0018761,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Gim,Sheep,13-24 Months,Local,Male,PPR,-1
4703,-1,-1,-1,-1,-1,0.0225602,-1,0.00967216,-1,0.495168,19.6954,-1,-1,-1,-1,20.9665,9.09E-06,7.33E-05,0.000166618,0.00420712,0.000103749,0.000954643,25.5702,33.2332,0.0018761,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Gim,Sheep,13-24 Months,Local,Male,PPR,-1
4704,7.57778,3.10174,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.63619,9.00935,3.63619,-1,5.61176,-1,-1,-1,-1,2.80588,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.7135,4.7719,7.57778,0.839855,6.73793,3.10174,3.10174,4.7719,4.7719,3.94159,3.94159,3.94159,8.40809,-1,Oromia,olancity,Horse/Mule,Older than 2 Years,Local,Male,GI parasites,-1
4705,-1,-1,-1,-1,-1,0.0112383,-1,66.6987,-1,2.85139,0.451189,-1,-1,-1,-1,15.2838,0.00226951,0.00226951,3.4472,0.0190144,0.0370116,0.000791307,1.39553,1.20607,8.59348,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,bishoftu,Sheep,7-12 Months,Local,Male,Fasciolosis,-1
4706,2.84E-05,5.9509,0.000810191,0.00925065,54.3017,2.55557,36.3515,0.0478437,0.0139435,0.0188349,0.000300894,0.496629,0.000010861,0.153323,0.000659011,0.0986825,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Sokoru,Cattle,13-24 Months,Local,Female,Colibacillosis,-1
4707,0.169475,7.80868,1.35397,16.6827,16.0736,6.64003,13.8071,0.168132,8.67525,0.466871,13.8228,0.620842,0.00563954,10.3408,3.36264,0.00133723,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,kurkura 1/ Bishoftu,Cattle,Older than 2 Years,Local,Male,FMD (Foot & Mouth Disease),-1
4708,0.169475,7.80868,1.35397,16.6827,16.0736,6.64003,13.8071,0.168132,8.67525,0.466871,13.8228,0.620842,0.00563954,10.3408,3.36264,0.00133723,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,kurkura 1/ Bishoftu,Cattle,Older than 2 Years,Local,Male,FMD (Foot & Mouth Disease),-1
4709,3.14E-07,0.0507192,3.33E-05,6.13E-05,0.0354235,0.000364436,0.0330575,85.7801,0.000328103,0.0232007,1.55E-06,13.8343,2.02E-06,0.240561,0.000288536,0.00158087,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,bishoftu,Cattle,13-24 Months,Local,Female,Fasciolosis,-1
4710,-1,-1,-1,-1,-1,1.70E-07,-1,3.03E-05,-1,0.000172625,0.0569273,-1,-1,-1,-1,0.000558642,2.21E-08,3.23E-10,2.28E-09,7.02E-06,2.53E-11,1.88E-08,0.00119158,99.9411,4.05E-05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,leman,Sheep,13-24 Months,Local,Female,PPR,-1
4711,-1,-1,-1,-1,-1,1.70E-07,-1,3.03E-05,-1,0.000172625,0.0569273,-1,-1,-1,-1,0.000558642,2.21E-08,3.23E-10,2.28E-09,7.02E-06,2.53E-11,1.88E-08,0.00119158,99.9411,4.05E-05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,leman,Sheep,13-24 Months,Local,Female,PPR,-1
4712,1.12E-05,7.52928,0.000126678,1.09074,70.9605,0.0690797,8.63887,0.0537124,0.0992806,0.738367,0.0354782,8.2375,6.16E-07,2.51374,0.0325183,0.000802439,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Sokoru,Cattle,Older than 2 Years,Local,Female,Colibacillosis,-1
4713,0.374219,31.2222,4.15873,0.672429,0.30417,0.482114,43.6008,0.0319024,17.0043,0.879959,0.105097,0.0942882,0.00666675,1.03296,0.0301028,7.75E-11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,baso,Cattle,7-12 Months,Local,Male,Trypanosomosis,-1
