caseID,anthrax,babesiosis,blackleg_black_quarter,cbpp,colibacillosis,cowdriosis,fmd_foot_and_mouth_disease,fasciolosis,lsd_lumpy_skin_disease_,lungworm_verminous_pneumonia,pasteurellosis_pneumonic,gi_parasites,rabies,trypanosomosis,tuberculosis,zz_other,coenurosis,contagious_ecthyma_orf_,haemonchosis,hypoglycemia_pregnancy_toxemia,mange_mites,nasal_bot,pox,ppr,trichostrongylosis,brucellosis,ccpp,mastitis,camel_calf_diarrhoea,plant_poisoning,abscess,respiratory_infections,sudden_death_unkown_d,african_horse_sickness,ascaris_foals,gi_non_infectious_colic,habronemiasis,heat_stress,epizootic_lymphangitis,ulcerative_lymphangitis,resp_lower_bact,resp_upper_bact,resp_asth_lungworm,resp_viral,strangles,tetanus,hemorrhagic_septicemia,region,location,species,age,breed,sex,app_disease,user_disease
6,-1,-1,-1,-1,-1,0.000491364,-1,1.54E-05,-1,0.246327,44.6893,-1,-1,-1,-1,7.59E-11,5.51E-08,1.01E-05,6.27E-07,7.56E-06,1.18E-05,0.000030852,53.6799,1.38393,6.87E-06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Bishoftu ,Sheep,2 - 4 years,Local,Female,Pox,-1
7,-1,-1,-1,-1,-1,0.0142384,-1,0.00247344,-1,6.71374,42.9768,-1,-1,-1,-1,4.04E-10,3.13E-05,0.000234011,0.00463509,0.004301,0.00308586,0.000464774,48.4251,1.85106,0.00381083,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Bishoftu ,Sheep,13 - 24 months,Local,Male,Pox,-1
9,-1,-1,-1,-1,-1,20.0142,-1,-1,-1,0.0128442,0.182298,-1,-1,-1,-1,2.92E-14,-1,18.5556,-1,7.88298,0.0559851,-1,11.904,0.0156109,0.112342,11.874,1.2679,28.1223,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Batu clinic,Goats,2 - 4 years,Local,Female,zz_Other,31
11,28.1165,0.158561,58.5649,0.0990064,0.0524184,0.158036,2.2809,8.09E-05,2.71234,0.199838,0.0504385,0.00088514,7.60225,0.000991668,0.00280264,3.57E-10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,batu clinic,Cattle,Older than 4 years,Local,Male,Lungworm /Verminous pneumonia,-1
13,0.256978,0.0157063,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.371999,6.17795,0.00135585,-1,1.20E-10,-1,-1,-1,-1,0.000667697,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.184377,4.6932,45.4357,0.000300366,1.04286,0.0142185,0.00662575,5.44347,3.94335,26.0746,5.29987,0.0875722,0.949175,-1,Oromia,batu clinic,Horse/Mule,2 - 4 years,Local,Male,Resp_asth_lungworm,-1
14,-1,-1,-1,-1,-1,2.24E-06,-1,45.058,-1,0.0654362,0.359905,-1,-1,-1,-1,9.28E-10,0.00308948,0.00193495,1.43661,0.0347286,0.000613938,8.06E-05,0.019116,0.0818797,52.9386,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,batu clinic,Sheep,13 - 24 months,Local,Female,Fasciolosis,-1
15,-1,-1,-1,-1,-1,93.7362,-1,-1,-1,0.00205468,1.28615,-1,-1,-1,-1,8.67E-10,-1,0.0367245,-1,0.178882,0.00347361,-1,4.0452,0.199325,0.000664202,0.00255884,0.487054,0.0217002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,batu clinic,Goats,7 - 12 months,Local,Female,Cowdriosis,-1
16,5.95821,0.533145,7.99874,50.3843,0.0107042,0.703984,7.09929,3.81E-05,11.3306,2.48071,12.8088,0.00149333,0.327247,0.0120222,0.350683,3.06E-11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,batu clinic,Cattle,2 - 4 years,Local,Male,Lungworm /Verminous pneumonia,-1
17,0.0464194,0.000543209,0.0938184,0.000591198,99.3511,0.00285702,0.289227,0.00044647,0.109637,0.0786075,0.00291608,0.0116003,0.012152,5.40E-05,9.22E-06,2.00E-06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,batu clinic,Cattle,0 - 6 months,Exotic,Female,Colibacillosis,-1
18,12.7543,0.0463767,3.37164,0.1231,37.6652,0.207415,28.0035,0.00570207,13.9451,2.90999,0.0312947,0.104259,0.812479,0.0175931,0.00204954,7.97E-09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Batu clinic,Cattle,7 - 12 months,Cross,Female,Colibacillosis,-1
19,2.17496,1.56913,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000550509,0.0470039,17.296,-1,3.07E-08,-1,-1,-1,-1,0.000063991,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.654269,0.00446931,0.000050726,6.34E-06,0.134998,69.969,2.21745,1.08453,1.69496,0.0330125,0.296199,2.80411,0.0192131,-1,Amhara,Chefa Robit /Kemissie,Horse/Mule,13 - 24 months,Local,Male,Epizootic lymphangitis,-1
20,9.89973,0.0522214,86.9687,0.0115498,0.00373218,0.0655377,1.25988,0.000138695,1.05898,0.0451215,0.00293623,0.000409917,0.630638,0.000165192,0.000276965,7.92E-10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Holeta,Cattle,Older than 4 years,Cross,Male,Blackleg /Black quarter,-1
22,4.01E-07,0.00746299,4.90E-05,0.242696,0.0202124,0.0253293,0.200239,0.00358231,0.0379555,0.380137,0.00998239,0.95598,6.11E-07,95.1551,2.96132,3.23E-07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Bako,Cattle,Older than 4 years,Local,Male,Trypanosomosis,-1
24,69.9454,0.00877677,1.47366,0.00117071,0.000121721,0.00677182,0.0867252,0.00536128,0.312375,7.45044,0.0876489,0.000662611,20.6208,3.69E-06,0.000114317,8.24E-06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,olancitii,Cattle,Older than 4 years,Local,Female,Pasteurellosis_pneumonic,-1
25,-1,-1,-1,-1,-1,0.0816003,-1,0.00268019,-1,2.64852,22.6981,-1,-1,-1,-1,1.99E-12,0.0126808,0.384138,0.00233055,0.089847,0.000603045,0.317082,73.6181,0.142101,0.00220864,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,olanciti,Sheep,7 - 12 months,Local,Male,Pasteurellosis_pneumonic,-1
26,-1,-1,-1,-1,-1,0.0125826,-1,-1,-1,0.221742,44.4165,-1,-1,-1,-1,4.01E-11,-1,0.000833837,-1,0.000192465,0.000246465,-1,20.8492,1.02538,0.00162369,0.000134415,33.471,0.000508887,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,olanciti,Goats,7 - 12 months,Local,Male,Pasteurellosis_pneumonic,-1
27,-1,-1,-1,-1,-1,0.0355102,-1,6.06E-05,-1,5.06309,24.6188,-1,-1,-1,-1,8.33E-12,3.58E-06,0.000580953,1.44E-05,0.00205627,0.000112019,0.00839045,70.0811,0.190184,9.76E-05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,olanciti,Sheep,7 - 12 months,Local,Male,Pasteurellosis_pneumonic,-1
28,1.11473,5.29129,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.266644,0.281071,9.80931,-1,2.00E-11,-1,-1,-1,-1,0.012971,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.120713,2.16475,0.00296995,0.00124139,7.90397,2.80914,0.435358,32.3445,27.986,1.87139,6.58098,0.962816,0.0401411,-1,Oromia,olanciti,Horse/Mule,7 - 12 months,Local,Male,Resp_lower_bact,-1
29,23.7653,0.928107,21.049,8.05412,0.00328663,1.48727,2.6308,3.92E-06,8.39764,7.5248,6.31253,6.75E-05,19.8105,0.000389587,0.0360833,1.52E-09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,olanciti,Cattle,2 - 4 years,Local,Male,Pasteurellosis_pneumonic,-1
30,-1,-1,-1,-1,-1,0.000172057,-1,-1,-1,0.000102503,42.3056,-1,-1,-1,-1,1.05E-10,-1,7.38E-06,-1,7.36E-07,9.43E-07,-1,0.362131,56.0121,0.00104459,2.22E-07,1.31878,1.95E-06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,olanciti,Goats,7 - 12 months,Local,Male,PPR,-1
31,48.8951,0.0708293,25.4477,0.0195038,0.000518115,0.161988,2.37899,8.06E-06,21.5713,0.784565,0.00348855,1.84E-05,0.583911,0.00787126,0.0742753,1.75E-08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,olanciti,Cattle,13 - 24 months,Local,Male,Anthrax,-1
32,88.006,0.0255487,6.28161,0.00338731,0.000424206,0.0197124,0.315524,5.46E-05,0.794685,0.596314,0.00086113,0.000124685,3.955,3.51E-05,0.000765236,2.13E-09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,olanciti,Cattle,Older than 4 years,Local,Female,zz_Other,28
33,30.4938,1.0334,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0179274,12.9329,0.659515,-1,2.04E-14,-1,-1,-1,-1,0.00977116,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0808937,0.0661289,0.187963,0.00037356,51.8083,0.104147,0.424065,0.0998882,0.698976,0.0268865,0.526971,0.0168494,0.811177,-1,Oromia,olaanciti,Horse/Mule,Older than 4 years,Local,Male,Heat stress,-1
34,7.12999,0.0870152,21.0558,0.0192452,0.0143876,44.1382,23.3252,1.42E-05,1.76456,0.0751847,0.00489256,6.75E-05,2.38518,7.31E-05,0.000199476,3.05E-09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,olanciti,Cattle,Older than 4 years,Local,Male,Pasteurellosis_pneumonic,-1
35,0.336668,2.41251,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.8901,26.5224,0.341126,-1,7.57E-16,-1,-1,-1,-1,4.16666,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.20008,9.44638,1.6608,5.78046,-1,-1,0.183919,1.56188,18.9852,3.37418,0.0599788,3.07768,-1,Oromia,olanciti,Donkey,Older than 4 years,Local,Male,zz_Other,31
36,-1,-1,-1,-1,-1,0.0105541,-1,0.0753582,-1,3.34465,0.517288,-1,-1,-1,-1,93.6858,0.00385949,0.000518719,0.00414672,0.00639863,0.000463931,0.108992,0.125829,2.07938,0.036796,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Addis_ababa,Crawford,Sheep,13 - 24 months,Exotic,Male,zz_Other,2
37,-1,-1,-1,-1,-1,3.69349,-1,-1,-1,0.041227,0.00590485,-1,-1,-1,-1,2.21E-11,-1,24.4843,-1,0.224322,5.97696,-1,2.85482,0.000426495,0.245747,4.44808,0.0446671,57.98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Amhara,kombolcha,Goats,13 - 24 months,Local,Male,Contagious ecthyma /Orf/,-1
38,4.80E-05,0.000823647,0.000134485,0.000121797,0.115634,0.00870325,0.0416689,20.5194,0.0349266,0.304287,0.000782125,78.3351,0.000186458,0.463755,0.000622902,0.173746,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Amhara,dessi-boru,Cattle,13 - 24 months,Exotic,Male,GI parasites,-1
39,0.00351945,19.872,0.234587,0.200987,0.0125646,1.06881,9.32344,0.592786,12.1585,0.210942,0.00607457,0.0490824,0.000659784,55.437,0.829022,7.62E-05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Amhara,dessi-boru,Cattle,2 - 4 years,Local,Female,zz_Other,26
40,0.00805792,42.5578,0.52002,0.153389,0.0112413,1.77195,14.7126,0.40925,27.8375,0.44581,0.0071323,0.00645442,0.0015106,11.3256,0.231663,0.000058714,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Amhara,kombolcha,Cattle,Older than 4 years,Exotic,Female,zz_Other,26
41,-1,-1,-1,-1,-1,1.26E-05,-1,0.000914056,-1,0.324168,42.4676,-1,-1,-1,-1,0.000132791,5.01E-08,4.69E-06,1.45E-05,1.59E-05,9.35E-07,3.20E-05,35.9977,21.2092,0.000152408,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Amhara,Dessi boru,Sheep,13 - 24 months,Local,Female,Pasteurellosis_pneumonic,-1
42,-1,-1,-1,-1,-1,0.00148015,-1,-1,-1,0.619559,8.24E-05,-1,-1,-1,-1,2.44E-13,-1,1.58136,-1,0.00764761,64.58,-1,0.136629,0.00017645,17.982,12.4585,0.0553778,2.57726,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Amhara,kombolcha,Goats,13 - 24 months,Local,Female,zz_Other,72
43,11.5054,0.0267721,6.56868,0.00320581,0.000163576,0.0612285,0.264145,0.000542176,5.11641,26.3542,0.00110053,0.000235079,49.963,0.00671136,0.128119,1.09E-05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Amhara,kombolcha,Cattle,Older than 4 years,Local,Male,zz_Other,76
44,-1,-1,-1,-1,-1,2.46E-05,-1,0.0343369,-1,11.0425,73.6355,-1,-1,-1,-1,7.01E-08,0.00149863,0.012696,0.00997441,0.860076,0.000073609,3.50947,8.29196,2.38784,0.214019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Asella,Sheep,2 - 4 years,Local,Female,Pasteurellosis_pneumonic,-1
45,-1,-1,-1,-1,-1,7.44E-08,-1,30.4875,-1,0.453509,0.00614037,-1,-1,-1,-1,1.01E-11,0.113101,0.101132,66.5992,0.000492687,0.592812,0.00787778,0.000801625,1.12E-06,1.63738,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Asella,Sheep,13 - 24 months,Local,Female,Haemonchosis,-1
46,0.00239018,0.0097203,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.019059,0.0218962,0.0133786,-1,2.27E-07,-1,-1,-1,-1,2.19E-05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.11256,4.43637,0.0919219,1.70E-05,0.41179,0.133566,0.000237613,18.4507,6.29989,61.9263,6.66804,0.00851662,0.393547,-1,Oromia,Asella ,Horse/Mule,2 - 4 years,Local,Male,Resp_asth_lungworm,-1
48,-1,-1,-1,-1,-1,0.000406782,-1,-1,-1,61.7812,0.96306,-1,-1,-1,-1,1.75E-09,-1,0.253528,-1,0.0317544,0.0241765,-1,1.9173,0.110986,0.0584201,0.0413395,34.7554,0.0624257,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Amhara,kombolcha,Goats,2 - 4 years,Local,Female,Lungworm /Verminous pneumonia,-1
49,-1,-1,-1,-1,-1,8.61103,-1,-1,-1,0.00681525,41.586,-1,-1,-1,-1,0.0211778,-1,0.000716021,-1,0.141148,5.94E-06,-1,7.1089,23.3633,0.00122533,3.78E-05,19.1595,0.000115777,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Amhara,kombolcha,Goats,2 - 4 years,Local,Female,Pasteurellosis_pneumonic,-1
50,-1,-1,-1,-1,-1,0.00117683,-1,4.77E-05,-1,0.0414409,6.64391,-1,-1,-1,-1,0.000017445,2.27E-06,1.17E-05,3.99E-07,0.000152128,2.42E-07,0.000982689,1.63099,91.6802,0.00109427,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Amhara,kombolcha,Sheep,13 - 24 months,Local,Male,PPR,-1
51,-1,-1,-1,-1,-1,10.1603,-1,0.744892,-1,0.0515196,0.183401,-1,-1,-1,-1,3.32E-08,13.4442,0.0178067,0.711545,74.4024,0.100919,0.000607516,0.0668966,0.00532574,0.110214,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Amhara,kombolcha,Sheep,13 - 24 months,Local,Female,zz_Other,76
52,-1,-1,-1,-1,-1,22.553,-1,-1,-1,33.9135,0.722657,-1,-1,-1,-1,1.38E-06,-1,4.25289,-1,2.91353,0.145561,-1,13.8438,0.306124,0.279419,0.532197,20.0924,0.444804,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Amhara,kombolcha,Goats,13 - 24 months,Local,Female,Mange mites,1
53,0.000186402,0.0767347,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.86976,0.0489286,0.217374,-1,3.18E-13,-1,-1,-1,-1,0.383314,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.16E-05,0.346402,0.00372492,95.1046,0.0167487,1.00542,0.494866,0.0241408,0.0391615,0.257354,0.0402494,0.00246777,0.0685392,-1,SNNP,bulie,Horse/Mule,2 - 4 years,Local,Female,Habronemiasis,-1
54,-1,-1,-1,-1,-1,2.73E-07,-1,0.542948,-1,0.0242283,0.0110462,-1,-1,-1,-1,2.54E-12,0.0122346,0.235474,0.210474,6.57E-06,0.143643,0.010521,0.00346959,0.000625251,98.8053,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Batu clinic,Sheep,13 - 24 months,Local,Female,Trichostrongylosis,-1
55,-1,-1,-1,-1,-1,0.00176945,-1,-1,-1,0.000145246,12.0195,-1,-1,-1,-1,9.15E-08,-1,0.000977129,-1,4.92E-05,2.00E-06,-1,0.30063,86.8892,0.0093486,5.13E-05,0.778182,0.00012151,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Batu clinic,Goats,2 - 4 years,Local,Female,PPR,-1
56,-1,-1,-1,-1,-1,3.83E-07,-1,2.42E-06,-1,0.00123751,11.4114,-1,-1,-1,-1,0.000050754,2.41E-09,1.40E-06,2.82E-08,3.20E-06,6.14E-10,5.65E-06,3.24402,85.3431,9.78E-05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Batu clinic,Sheep,0 - 6 months,Local,Female,PPR,-1
57,-1,-1,-1,-1,-1,3.83E-07,-1,2.42E-06,-1,0.00123751,11.4114,-1,-1,-1,-1,0.000050754,2.41E-09,1.40E-06,2.82E-08,3.20E-06,6.14E-10,5.65E-06,3.24402,85.3431,9.78E-05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Batu clinic,Sheep,7 - 12 months,Local,Male,PPR,-1
58,-1,-1,-1,-1,-1,3.50E-07,-1,3.78E-06,-1,0.00125199,10.6943,-1,-1,-1,-1,0.000376551,2.20E-09,1.45E-06,3.87E-08,2.92E-06,7.74E-10,5.87E-06,2.9622,86.3417,0.000152803,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Batu clinic,Sheep,2 - 4 years,Local,Female,PPR,-1
59,-1,-1,-1,-1,-1,0.000106097,-1,-1,-1,0.0125614,0.00023878,-1,-1,-1,-1,1.69E-11,-1,0.401937,-1,1.09E-06,0.642684,-1,0.0222851,0.0172711,97.9671,0.709584,0.0114297,0.214799,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Batu clinic,Goats,13 - 24 months,Local,Male,zz_Other,12
60,-1,-1,-1,-1,-1,0.0019522,-1,5.60751,-1,0.160477,15.7466,-1,-1,-1,-1,1.05E-09,5.99502,19.5373,0.951164,0.00309588,0.885702,0.673095,7.53081,0.0346619,42.8726,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Batu clinic,Sheep,13 - 24 months,Local,Male,Trichostrongylosis,-1
61,-1,-1,-1,-1,-1,4.64E-07,-1,1.3047,-1,2.51754,0.488347,-1,-1,-1,-1,4.70E-10,0.00552813,0.400391,0.0951014,0.000002967,0.0649046,3.12532,0.14969,0.209345,91.6391,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,batu clinic,Sheep,13 - 24 months,Local,Female,Trichostrongylosis,-1
62,-1,-1,-1,-1,-1,9.58E-06,-1,3.55565,-1,0.126374,0.0419039,-1,-1,-1,-1,4.12E-12,0.415978,8.00615,16.6977,9.65E-05,2.18031,0.357715,0.0106125,0.000102422,68.6075,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Somalia,batu clinic,Sheep,2 - 4 years,Local,Female,Trichostrongylosis,-1
63,-1,-1,-1,-1,-1,0.151792,-1,-1,-1,0.0276814,0.0143454,-1,-1,-1,-1,3.98E-12,-1,6.64787,-1,39.3053,0.279148,-1,0.91352,0.0969408,45.3722,3.15293,0.44287,3.5954,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Batu clinic,Goats,0 - 6 months,Local,Female,Trichostrongylosis,-1
64,-1,-1,-1,-1,-1,0.000278665,-1,65.6954,-1,0.259562,1.87449,-1,-1,-1,-1,2.97E-10,0.247866,0.24119,11.8062,1.75621,0.0117875,0.00942747,0.135772,0.0024332,17.9594,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Batu clinic,Sheep,2 - 4 years,Local,Male,Fasciolosis,-1
65,-1,-1,-1,-1,-1,6.66E-07,-1,7.92266,-1,0.0315814,0.00634295,-1,-1,-1,-1,1.62E-09,0.00409647,0.574894,2.38495,9.20E-06,0.0162929,0.0147333,0.00145308,7.75E-06,89.043,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Batu clinic,Sheep,2 - 4 years,Local,Male,Fasciolosis,-1
66,23.7653,0.928107,21.049,8.05412,0.00328663,1.48727,2.6308,3.92E-06,8.39764,7.5248,6.31253,6.75E-05,19.8105,0.000389587,0.0360833,1.52E-09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,batu clinic,Cattle,Older than 4 years,Local,Female,Lungworm /Verminous pneumonia,-1
67,21.0348,0.821474,27.2815,16.3933,0.00348276,1.31639,5.97377,7.97E-06,19.0685,2.709,4.16754,0.000312748,1.15531,0.00112402,0.0734436,8.87E-11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Batu clinic,Cattle,2 - 4 years,Local,Female,Lungworm /Verminous pneumonia,-1
68,-1,-1,-1,-1,-1,0.558986,-1,0.024592,-1,0.483549,35.7087,-1,-1,-1,-1,3.89E-06,0.00248113,1.6178,0.00609234,0.00093619,0.000117993,0.765963,53.2129,7.20633,0.411584,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Batu clinic,Sheep,2 - 4 years,Local,Male,PPR,-1
69,-1,-1,-1,-1,-1,0.0207208,-1,0.0128181,-1,0.191461,12.505,-1,-1,-1,-1,3.94E-05,0.000091972,0.0599695,0.00125822,8.03E-05,1.01E-05,0.0283931,24.2932,61.4303,1.45676,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Batu clinic,Sheep,2 - 4 years,Local,Male,PPR,-1
70,-1,-1,-1,-1,-1,0.0207208,-1,0.0128181,-1,0.191461,12.505,-1,-1,-1,-1,3.94E-05,0.000091972,0.0599695,0.00125822,8.03E-05,1.01E-05,0.0283931,24.2932,61.4303,1.45676,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Batu clinic,Sheep,13 - 24 months,Local,Male,PPR,-1
71,-1,-1,-1,-1,-1,0.0213189,-1,-1,-1,0.000463514,8.89215,-1,-1,-1,-1,0.00152827,-1,0.123232,-1,5.41E-05,5.35E-05,-1,3.39267,86.5547,0.693593,0.00329589,0.310218,0.00675131,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Oromia,Batu clinic,Goats,2 - 4 years,Local,Male,PPR,-1
