caseID,abdominal_pain_rolling_kicking_stomach,anaemia_pallor,ataxia_incoordinated_movement,anorexia_loss_of_appetite,constipation,depression_apathy,diarrhoea,abnormal_breathing_,dyspnoea_difficulty_breathing,staring_rough_coat,fecal_output_absence_of,hair_loss_alopecia,stunted_growth,lymphnode_enlargement,nasal_discharge_serous,submandibular_ventral_oedema,weakness,nasal_discharge_mucopurullent,weight_loss_emaciation,occular_discharge_invol_eyelid_closure,pyrexia_fever,swelling_neck_area,icterus_yellowish_mucous_membrane,coughing_including_owner_reported,dysentery_bloody_diarrhea,dehydration,occular_nasal_discharge,abortion,congested_mucous_membrane,dyspnoea_coughing,lameness,nodular_lesions_painful,sudden_death,region,location,species,age,breed,sex,app_disease,user_disease
417, ,Present,Absent,Absent,Absent,Absent,Present, , ,Present, , ,Absent,Absent, , ,Absent,Present, ,Present, ,Absent, ,Absent, ,Absent,Absent,Absent, , ,Absent, , ,Amhara,dessie-boru,Sheep,Older than 4 years,Local,Female,Trichostrongylosis,-1
418, ,Present,Absent,Absent,Absent,Absent,Present, , ,Present, , ,Absent,Absent, , ,Absent,Present, ,Present, ,Absent, ,Absent, ,Absent,Absent,Absent, , ,Absent, , ,Amhara,dessie-boru,Sheep,2 - 4 years,Local,Female,Trichostrongylosis,-1
419, ,Present,Absent,Absent,Absent,Absent,Present, , ,Present, , ,Absent,Absent, , ,Absent,Present, ,Present, ,Absent, ,Absent, ,Absent,Absent,Absent, , ,Absent, , ,Amhara,dessie-boru,Sheep,2 - 4 years,Local,Female,Trichostrongylosis,-1
420, ,Present,Absent,Absent,Absent,Present,Present, , ,Present, , ,Present,Absent, , ,Absent,Present, ,Present, ,Absent, ,Absent, ,Absent,Absent,Absent, , ,Absent, , ,Amhara,dessie-boru,Sheep,13 - 24 months,Local,Female,Trichostrongylosis,-1
421, ,Absent,Absent,Present,Absent,Present,Absent, , ,Absent, , ,Absent,Absent, , ,Absent,Present, ,Present, ,Present, ,Absent, ,Absent,Present,Present, , ,Present, , ,Amhara,dessie-boru,Sheep,Older than 4 years,Local,Female,Pasteurellosis_pneumonic,-1
422, ,Present,Present,Absent,Absent,Absent,Present, , ,Present, , ,Absent,Absent, , ,Absent,Present, ,Present, ,Absent, ,Absent, ,Absent,Absent,Absent, , ,Absent, , ,Amhara,dessi-boru,Sheep,2 - 4 years,Local,Female,zz_Other,12
423, ,Present,Absent,Absent,Absent,Present,Present, , ,Present, , ,Absent,Absent, , ,Absent,Present, ,Present, ,Absent, ,Absent, ,Absent,Absent,Absent, , ,Present, , ,Amhara,dessi-boru,Sheep,2 - 4 years,Local,Male,zz_Other,12
424, , , ,Present, , ,Present, , , , , , , , , , , , , , ,Present, , , , , , , , ,Present, , ,Somalia,jijiga clinic,Goats,7 - 12 months,Local,Male,Pasteurellosis_pneumonic,-1
425, , , ,Present,Present,Present, , , , , , , , , , , , , , , ,Present, , , , , ,Present, , ,Present, , ,Somalia,jigjiga ,Goats,13 - 24 months,Local,Male,CCPP,-1
426, , , ,Present, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Somalia,jigjiga clinic,Goats,13 - 24 months,Local,Female,Brucellosis,-1
427, , ,Absent,Present, ,Present,Present, , , , , , ,Present, , , , , ,Present, ,Present, , , , , ,Present, , ,Present, , ,Somalia,jigjiga clinic,Goats,7 - 12 months,Local,Male,PPR,-1
428, ,Present, ,Present, , , , ,Present, , , , ,Present, , ,Present,Present, , , ,Present, , , , , , , , , , , ,Somalia,jigjiga clinic,Cattle,2 - 4 years,Local,Female,Pasteurellosis_pneumonic,-1
429, ,Present,Absent,Absent,Absent, ,Absent, ,Absent,Present, , ,Present,Absent, , ,Absent,Present, ,Present, ,Absent, ,Absent, ,Absent, , , , , , , ,Amhara,dessie-boru,Cattle,2 - 4 years,Local,Female,GI parasites,-1
430, ,Absent,Absent,Present,Absent, ,Absent, ,Absent,Absent, , ,Absent,Present, , ,Absent,Present, ,Absent, ,Absent, ,Absent, ,Absent, , , , , , , ,Amhara,dessie-boru,Cattle,2 - 4 years,Local,Female,zz_Other,28
431, ,Absent,Present,Present,Absent, ,Absent, ,Absent,Absent, , ,Absent,Present, , ,Absent,Present, ,Absent, ,Present, ,Absent, ,Absent, , , , , , , ,Amhara,dessie-boru,Cattle,2 - 4 years,Local,Male,Blackleg /Black quarter,-1
432, ,Present,Absent,Absent,Absent, ,Absent, ,Absent,Present, , ,Absent,Absent, , ,Absent,Absent, ,Present, ,Absent, ,Absent, ,Absent, , , , , , , ,Amhara,dessie-boru,Cattle,2 - 4 years,Exotic,Female,zz_Other,21
433, ,Present,Absent,Absent,Absent, ,Absent, ,Absent,Present, , ,Present,Absent, , ,Absent,Present, ,Present, ,Absent, ,Absent, ,Absent, , , , , , , ,Amhara,dessie-boru,Cattle,2 - 4 years,Local,Male,GI parasites,-1
434, ,Absent,Absent,Present,Absent,Present,Absent, , ,Absent, , ,Absent,Present, , ,Absent,Present, ,Present, ,Present, ,Absent, ,Absent,Present,Present, , ,Present, , ,Amhara,dessie-boru,Sheep,2 - 4 years,Local,Female,Pasteurellosis_pneumonic,-1
435,Absent,Absent,Absent,Present, ,Present,Absent,Present, , ,Absent,Absent, ,Present, ,Absent, ,Absent,Present,Present,Present,Present,Absent, ,Present, , , , , , , , ,Amhara,dessie-boru,Horse/Mule,2 - 4 years,Local,Female,Strangles,-1
436, ,Absent,Absent,Absent,Absent,Present,Absent, , ,Present, , ,Present,Absent, , ,Absent,Absent, ,Present, ,Present, ,Absent, ,Absent,Absent,Absent, , ,Present, , ,Amhara,dessie-boru,Sheep,2 - 4 years,Local,Female,Lungworm /Verminous pneumonia,-1
437, ,Present,Absent,Absent,Absent, ,Present, ,Absent,Present, , ,Present,Absent, , ,Absent,Present, ,Present, ,Absent, ,Absent, ,Absent, , , , , , , ,Amhara,dessie-boru,Cattle,2 - 4 years,Local,Male,GI parasites,-1
438, ,Present,Absent,Absent,Absent,Present,Absent, , ,Present, , ,Present,Absent, , ,Absent,Absent, ,Present, ,Absent, ,Absent, ,Absent,Absent,Absent, , ,Absent, , ,Amhara,dessie-boru,Sheep,Older than 4 years,Local,Female,Haemonchosis,-1
439, ,Present,Absent,Absent,Absent, ,Present, ,Absent,Present, , ,Present,Absent, , ,Absent,Present, ,Present, ,Absent, ,Absent, ,Absent, , , , , , , ,Amhara,dessie-boru,Cattle,Older than 4 years,Exotic,Male,GI parasites,-1
440, ,Absent,Absent,Present,Absent,Present,Absent, , ,Absent, , ,Absent,Absent, , ,Absent,Present, ,Present, ,Present, ,Absent, ,Absent,Absent,Present, , ,Present, , ,Amhara,dessie-boru,Sheep,2 - 4 years,Local,Male,Pasteurellosis_pneumonic,-1
441, ,Present,Absent,Absent,Absent,Present,Present, , ,Absent, , ,Absent,Absent, , ,Present,Present, ,Present, ,Absent, ,Absent, ,Absent,Absent,Absent, , ,Absent, , ,Amhara,kombolcha,Sheep,2 - 4 years,Local,Male,Fasciolosis,-1
442, ,Absent,Absent,Present,Absent,Present,Absent, , ,Absent, , ,Absent,Absent, , ,Absent,Present, ,Absent, ,Present, ,Absent, ,Absent,Absent,Present, , ,Present, , ,Amhara,dessie-boru,Goats,2 - 4 years,Local,Female,Pasteurellosis_pneumonic,-1
443, ,Present,Absent,Absent,Absent,Absent,Absent, , ,Present, , ,Absent,Absent, , ,Absent,Absent, ,Present, ,Absent, ,Absent, ,Absent,Absent,Absent, , ,Absent, , ,Amhara,dessie-boru,Goats,2 - 4 years,Local,Female,Mange mites,-1
444, ,Absent,Absent,Present,Absent,Present,Absent, , ,Absent, , ,Absent,Absent, , ,Absent,Present, ,Present, ,Present, ,Absent, ,Absent,Absent,Present, , ,Present, , ,Amhara,dessie-boru,Goats,Older than 4 years,Local,Male,Pasteurellosis_pneumonic,-1
445, ,Absent,Absent,Absent,Absent,Present,Absent, , ,Present, , ,Present,Absent, , ,Absent,Present, ,Present, ,Present, ,Absent, ,Absent,Absent,Absent, , ,Present, , ,Amhara,dessie-boru,Sheep,Older than 4 years,Local,Female,Lungworm /Verminous pneumonia,-1
446, ,Present,Absent,Absent,Absent, ,Absent, ,Absent, , , ,Present,Absent, , ,Absent,Absent, ,Present, ,Absent, ,Absent, ,Absent, , , , , , , ,Amhara,dessie-boru,Cattle,Older than 4 years,Local,Female,GI parasites,-1
447, ,Absent,Absent,Present,Absent,Present,Absent, , ,Absent, , ,Absent,Absent, , ,Absent,Present, ,Present, ,Present, ,Absent, ,Absent,Absent,Present, , ,Present, , ,Amhara,dessie-boru,Sheep,2 - 4 years,Local,Male,Pasteurellosis_pneumonic,-1
448, ,Absent,Absent,Present,Absent, ,Present, ,Absent,Present, , ,Absent,Absent, , ,Absent,Present, ,Present, ,Absent, ,Absent, ,Absent, , , , , , , ,Amhara,dessie-boru,Cattle,Older than 4 years,Local,Female,GI parasites,-1
449, ,Absent,Absent,Present,Absent,Present,Absent, , ,Absent, , ,Absent,Absent, , ,Absent,Present, ,Present, ,Present, ,Absent, ,Absent,Absent,Present, , ,Present, , ,Amhara,dessie-boru,Sheep,2 - 4 years,Local,Female,Pasteurellosis_pneumonic,-1
450, ,Absent,Absent,Present,Absent,Present,Absent, , ,Absent, , ,Absent,Absent, , ,Absent,Present, ,Present, ,Present, ,Absent, ,Absent,Absent,Present, , ,Present, , ,Amhara,dessie-boru,Sheep,Older than 4 years,Local,Female,Pasteurellosis_pneumonic,-1
451, ,Absent,Absent,Present,Absent, ,Absent, ,Absent,Absent, , ,Absent,Absent, , ,Absent,Present, ,Present, ,Present, ,Absent, ,Absent, , , , , , , ,Amhara,dessie-boru,Cattle,Older than 4 years,Local,Male,Blackleg /Black quarter,-1
452, ,Absent,Absent,Present,Absent,Present,Absent, , ,Absent, , ,Absent,Absent, , ,Absent,Present, ,Present, ,Present, ,Absent, ,Absent,Absent,Present, , ,Present, , ,Amhara,dessie-boru,Sheep,2 - 4 years,Local,Male,Pasteurellosis_pneumonic,-1
453, ,Present,Absent,Absent,Absent,Absent,Present, , ,Present, , ,Present,Absent, , ,Absent,Present, ,Present, ,Absent, ,Absent, ,Absent,Absent,Absent, , ,Present, , ,Amhara,dessie-boru,Sheep,2 - 4 years,Local,Female,Trichostrongylosis,-1
454, ,Present,Absent,Absent,Absent,Absent,Present, , ,Present, , ,Present,Absent, , ,Absent,Present, ,Present, ,Absent, ,Absent, ,Absent,Absent,Absent, , ,Present, , ,Amhara,dessie-boru,Sheep,2 - 4 years,Local,Female,Trichostrongylosis,-1
455, ,Present,Absent,Absent,Absent, ,Present, ,Absent,Present, , ,Present,Absent, , ,Absent,Present, ,Present, ,Absent, ,Absent, ,Absent, , , , , , , ,Amhara,dessie-boru,Cattle,Older than 4 years,Exotic,Female,GI parasites,-1
456, ,Present,Absent,Absent,Absent, ,Present, ,Absent,Present, , ,Present,Absent, , ,Absent,Present, ,Present, ,Absent, ,Absent, ,Absent, , , , , , , ,Amhara,dessie- boru,Cattle,Older than 4 years,Exotic,Male,GI parasites,-1
457,Absent,Present,Absent,Absent, ,Present,Present,Absent, , ,Absent,Absent, ,Absent, ,Absent, ,Present,Absent,Present,Absent,Absent,Absent, ,Present, , , , , , , , ,Amhara,dessie-boru,Horse/Mule,2 - 4 years,Local,Female,GI parasites,-1
458,Absent,Absent,Absent,Present, ,Present,Absent,Absent, , ,Absent,Absent, ,Present, ,Absent, ,Present,Present,Present,Present,Present,Present, ,Present, , , , , , , , ,Amhara,dessie-boru,Horse/Mule,Older than 4 years,Local,Male,Strangles,-1
459, ,Absent,Absent,Present,Absent,Present,Absent, , ,Absent, , ,Absent,Absent, , ,Absent,Present, ,Present, ,Present, ,Absent, ,Absent,Present,Present, , ,Present, , ,Amhara,dessie-boru,Sheep,Older than 4 years,Local,Female,Pasteurellosis_pneumonic,-1
460, ,Absent,Absent,Present,Absent,Present,Absent, , ,Absent, , ,Absent,Absent, , ,Absent,Present, ,Present, ,Present, ,Absent, ,Absent, ,Present, , ,Present, , ,Amhara,dessie-boru,Sheep,2 - 4 years,Local,Female,Pasteurellosis_pneumonic,-1
461, ,Absent,Absent,Present,Absent, ,Absent, ,Present,Absent, , ,Absent,Absent, , ,Absent,Present, ,Absent, ,Present, ,Absent, ,Absent, , , , , , , ,Amhara,dessie-boru,Cattle,2 - 4 years,Local,Male,Pasteurellosis_pneumonic,-1
462, ,Present,Absent,Absent,Absent, ,Present, ,Absent,Present, , ,Absent,Absent, , ,Absent,Absent, ,Present, ,Absent, ,Absent, ,Absent, , , , , , , ,Amhara,dessie-boru,Cattle,2 - 4 years,Local,Female,GI parasites,-1
463, ,Absent,Absent,Present,Absent, ,Absent, ,Present,Absent, , ,Absent,Absent, , ,Absent,Present, ,Present, ,Present, ,Absent, ,Absent, , , , , , , ,Amhara,dessie- boru,Cattle,Older than 4 years,Local,Male,CBPP,-1
464, ,Present,Absent,Absent,Absent,Present,Present, , ,Present, , ,Present,Absent, , ,Absent,Present, ,Present, ,Absent, ,Absent, ,Absent,Absent,Absent, , ,Present, , ,Amhara,dessie-boru,Sheep,Older than 4 years,Local,Female,Trichostrongylosis,-1
465, ,Present,Absent,Absent,Absent, ,Present, ,Absent,Present, , ,Present,Absent, , ,Absent,Absent, ,Present, ,Absent, ,Absent, ,Absent, , , , , , , ,Amhara,dessie-boru,Cattle,Older than 4 years,Exotic,Male,GI parasites,-1
466, ,Absent,Absent,Present,Absent,Present,Absent, , ,Absent, , ,Absent,Absent, , ,Absent,Present, ,Present, ,Present, ,Absent, ,Absent,Absent,Present, , ,Present, , ,Amhara,dessie-boru,Sheep,2 - 4 years,Local,Female,Pasteurellosis_pneumonic,-1
467, , , ,Present,Present, ,Present, , , , , ,Present, , , , ,Present, ,Present, , , , , , , , , , , , , ,Oromia,hdyxh,Cattle,0 - 6 months,Local,Male,Colibacillosis,-1
468, ,Absent,Present,Present,Absent, ,Present, ,Absent,Present, , ,Present,Present, , ,Absent,Absent, ,Absent, ,Present, , , ,Absent, , , , , , , ,Oromia,Bulehora ,Cattle,2 - 4 years,Local,Male,Trypanosomosis,-1
469, ,Absent, ,Present, ,Present, , , , , , , , , , , ,Present, , , ,Present, , , , , , , , ,Present, , ,Somalia,jigjiga clinic,Goats,13 - 24 months,Local,Female,CCPP,-1
470, , , ,Present, ,Present,Present, , , , , , , , , , , , ,Present, ,Present, , , , ,Present, , , ,Present, , ,Somalia,jigjiga clinic,Sheep,2 - 4 years,Local,Female,Haemonchosis,-1
471, ,Absent, ,Present, ,Present,Absent, , , , , , , , , , , , , , ,Present, , , , , , , , ,Present, , ,Somalia,jigjiga clinic,Goats,2 - 4 years,Local,Male,CCPP,-1
472, , ,Present,Present, ,Present,Present, , , , , , ,Present, , , , , , , ,Present, , , , ,Present, , , , , , ,Somalia,jigjiga clinic,Sheep,7 - 12 months,Local,Female,zz_Other,12
473, , , ,Present, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Somalia,jigjiga,Donkey,2 - 4 years,Local,Male,zz_Other,84
474,Absent,Present,Absent,Present, ,Present,Absent,Present, , ,Absent,Present, ,Present, ,Absent, ,Present,Present,Present,Present, ,Absent, ,Absent, , , , , , , , ,Oromia,Tullu,Horse/Mule,Older than 4 years,Local,Male,Epizootic lymphangitis,-1
475, ,,,,, ,, ,,, , ,,, , ,,, ,, ,, ,, ,, , , , , , , ,Oromia,kechema,Cattle,Older than 4 years,Local,Male,Lungworm /Verminous pneumonia,-1
476, ,Absent,Absent,Absent,Absent, ,Present, ,Absent,Present, , ,Absent,Absent, , ,Absent,Absent, ,Absent, ,Absent, ,Absent, ,Absent, , , , , , , ,Addis_ababa,Berisa,Cattle,13 - 24 months,Local,Female,Lungworm /Verminous pneumonia,-1
477, ,,,,, ,, ,,, , ,,, , ,,, ,, ,, ,, ,, , , , , , , ,Oromia,,Cattle,2 - 4 years,Cross,Female,Rabies,-1
478, ,Absent,Absent,Absent,Absent, ,Absent, ,Absent,Present, , ,Absent,Absent, , ,Absent,Absent, ,Absent, ,Absent, ,Absent, ,Absent, , , , , , , ,Oromia,,Cattle,2 - 4 years,Local,Female,Rabies,-1
479, ,Absent,Absent,Absent,Absent, ,Absent, ,Absent,Present, , ,Absent, , , ,Absent,Present, ,Present, , , ,Absent, ,Absent, , , , , , , ,Oromia,1,Cattle,Older than 4 years,Local,Female,LSD (Lumpy Skin Disease/,-1
480, ,Absent,Absent,Present,Absent, ,Absent, ,Present,Present, , ,Absent,Absent, , ,Absent,Present, ,Present, ,Absent, ,Absent, ,Absent, , , , , , , ,Oromia,,Cattle,Older than 4 years,Local,Female,Lungworm /Verminous pneumonia,-1
481, ,Absent,Absent,Absent,Absent, ,Present, ,Present,Present, , ,Present, , , , ,Present, ,Present, , , , , ,Absent, , , , , , , ,Oromia,1,Cattle,Older than 4 years,Cross,Female,GI parasites,-1
482, ,Absent,Absent,Absent, , ,Absent, ,Absent,Present, , ,Present,Absent, , ,Absent,Present, ,Present, ,Absent, ,Absent, ,Absent, , , , , , , ,Oromia,1,Cattle,13 - 24 months,Cross,Female,GI parasites,-1
483, ,Absent,Absent,Absent,Absent,Present,Absent, , ,Present, , ,Absent, , , ,Absent,Present, ,Present, ,Present, ,Absent, ,Absent,Present,Absent, , ,Present, , ,Oromia,kechema,Sheep,Older than 4 years,Local,Female,Pox,-1
484, ,Absent,Present,Present,Present, ,Absent, ,Present,Present, , ,Absent,Absent, , ,Absent,Present, ,Present, ,Absent, ,Absent, , , , , , , , , ,Oromia,1,Cattle,Older than 4 years,Cross,Female,Cowdriosis,-1
485,,,,, ,,,, , ,,, ,, ,, ,,,,,,, ,, , , , , , , , ,Oromia,Kechema,Horse/Mule,Older than 4 years,Local,Male,Resp_lower_bact,-1
486, ,Absent,Absent,Absent,Absent, ,Absent, ,Absent,Present, , ,Absent,Absent, , ,Absent,Present, ,Present, ,Absent, ,Absent, ,Absent, , , , , , , ,Oromia,,Cattle,Older than 4 years,Local,Female,Lungworm /Verminous pneumonia,-1
487,Absent,Present,Absent,Present, ,Present,Present,Present, , ,Absent,Present, ,Absent, ,Absent, ,Present,Present,Present,Present,Absent,Absent, ,Present, , , , , , , , ,Oromia,Kechema,Horse/Mule,Older than 4 years,Local,Male,Resp_lower_bact,-1
488, ,,,,, ,, ,,, , ,,, , ,,, ,, ,, ,, ,, , , , , , , ,Oromia,2,Cattle,Older than 4 years,Cross,Female,Cowdriosis,-1
489, ,Absent,Absent,Present,Absent, ,Absent, ,Absent,Present, , ,Absent,Present, , ,Absent,Present, ,Present, ,Present, ,Absent, ,Absent, , , , , , , ,Oromia,Kechema,Cattle,Older than 4 years,Local,Female,LSD (Lumpy Skin Disease/,-1
490, ,Absent,Absent,Absent,Absent, ,Absent, ,Absent,Present, , ,Absent,Absent, , ,Absent,Present, ,Present, , , ,Absent, ,Absent, , , , , , , ,Oromia,Deneba,Cattle,2 - 4 years,Local,Female,FMD (Foot & Mouth Disease),-1
491, , , ,Present, , ,Present, , , , , , , , , , , , , , ,Present, , , , , , , , , , , ,Somalia,jigjiga,Cattle,7 - 12 months,Cross,Male,Colibacillosis,-1
492, ,Absent, ,Absent,Absent, ,Absent, ,Absent,Absent, , ,Absent, , , ,Absent,Absent, ,Absent, ,Present, ,Absent, ,Absent, , , , , , , ,Oromia,Bule Hora,Cattle,Older than 4 years,Local,Male,Anthrax,-1
493, ,Absent,Present,Present,Absent, ,Present, , ,Present, , , ,Absent, , ,Absent,Present, , , ,Present, , , ,Absent, , , , , , , ,Oromia,Bule Hora,Cattle,0 - 6 months,Local,Male,Colibacillosis,-1
494, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Oromia,Bule Hora,Goats,7 - 12 months,Local,Male,zz_Other,102
495, ,Absent,Absent,Absent,Absent, ,Absent, ,Absent, , , , ,Present, , ,Absent,Absent, , , ,Absent, , , ,Absent, , , , , , , ,Oromia,Bule Hora,Cattle,2 - 4 years,Local,Female,Lungworm /Verminous pneumonia,-1
496, ,Absent,Absent,Absent,Absent, ,Absent, ,Absent,Absent, , , , , , ,Absent,Absent, , , ,Absent, ,Absent, ,Absent, , , , , , , ,Oromia,Bule Hora ,Cattle,2 - 4 years,Local,Female,Lungworm /Verminous pneumonia,-1
497, ,Absent,Absent,Absent,Absent,Absent,Present, , ,Absent, , ,Absent,Absent, , ,Absent,Absent, , , ,Absent, ,Absent, ,Absent,Absent,Absent, , ,Absent, , ,Oromia,Bule Hora ,Sheep,13 - 24 months,Local,Female,Haemonchosis,-1
498, ,Absent, ,Present, ,Absent,Present, , , , , , , , , , , , ,Present, ,Present, , , , , ,Present, , , , , ,Somalia,jigjiga ,Goats,13 - 24 months,Local,Female,CCPP,-1
499, , , ,Present, ,Present, , , , , , , , , , , ,Present, , , ,Present, , , , , , , , , , , ,Somalia,jigjiga,Goats,13 - 24 months,Local,Female,Pasteurellosis_pneumonic,-1
500, ,Present,Absent,Present,Absent,Absent, , , ,Absent, , , ,Absent, , , ,Present, ,Absent, ,Present, ,Absent, ,Absent, , , , ,Present, , ,Oromia,CVMA,Sheep,2 - 4 years,Local,Female,Pasteurellosis_pneumonic,-1
501, ,Absent,Absent,Absent,Absent,Present,Absent, , ,Present, , ,Absent,Absent, , ,Absent,Absent, ,Present, ,Absent, ,Absent, ,Absent,Present,Present, , ,Present, , ,Oromia,Do/kechema,Sheep,Older than 4 years,Local,Female,Pasteurellosis_pneumonic,-1
502, ,,,,, ,, ,,, , ,,, , ,,, ,, ,, ,, ,, , , , , , , ,Oromia,Dodo/k-02,Cattle,0 - 6 months,Local,Female,Lungworm /Verminous pneumonia,-1
503, ,Absent,Absent,Absent,Absent,Present,Absent, , ,Present, , ,Absent,Absent, , ,Absent,Present, ,Present, ,Absent, ,Absent, ,Absent,Present,Present, , ,Present, , ,Oromia,Dod/k-mede wabe,Sheep,0 - 6 months,Local,Male,Pasteurellosis_pneumonic,-1
504, ,Absent,Absent,Present,Absent, ,Absent, ,Absent,Present, , ,Absent,Absent, , ,Absent,Present, ,Present, ,Present, ,Absent, ,Absent, , , , , , , ,Oromia,Dodola/kechema,Cattle,7 - 12 months,Local,Male,FMD (Foot & Mouth Disease),-1
505, ,Absent,Absent,Absent,Absent,Present,Absent, , ,Present, , ,Absent,Absent, , ,Absent,Present, ,Present, ,Absent, ,Absent, ,Absent,Present,Absent, , ,Present, , ,Oromia,Dodola/k-02,Sheep,Older than 4 years,Local,Female,Lungworm /Verminous pneumonia,-1
506, ,Absent,Absent,Absent,Absent, ,Absent, ,Absent,Present, , ,Absent,Absent, , ,Absent,Present, ,Present, ,Absent, ,Absent, ,Absent, , , , , , , ,Oromia,Dodola/Deneba,Cattle,Older than 4 years,Local,Male,Lungworm /Verminous pneumonia,-1
507, ,Absent,Absent,Present,Absent, ,Absent, ,Absent,Present, , ,Absent,Absent, , ,Absent,Absent, ,Absent, ,Present, ,Absent, ,Absent, , , , , , , ,Oromia,Dodola/Mede wabe,Cattle,Older than 4 years,Cross,Female,Anthrax,-1
508,, ,,, ,,,, , ,,, ,, , , ,,, ,,,, ,, , , , , , , , ,Oromia,Dodola/ wabe Burkitu,Horse/Mule,Older than 4 years,Local,Male,Resp_lower_bact,-1
509,Absent,Absent,Absent,Absent, ,Present,Absent,Absent, , ,Absent,Present, ,Absent, ,Present, ,Absent,Absent,Present,Absent,Absent,Absent, ,Present, , , , , , , , ,Oromia,Dodola/kechema,Horse/Mule,Older than 4 years,Local,Female,Resp_asth_lungworm,-1
510,,,,, ,,,, , ,,, ,, ,, ,,,,,,, ,, , , , , , , , ,Oromia,Dodola/Berisa,Horse/Mule,Older than 4 years,Local,Male,Resp_asth_lungworm,-1
511, ,Absent,Absent,Absent,Absent, ,Absent, ,Absent,Present, , ,Absent,Absent, , ,Absent,Present, ,Present, ,Absent, ,Absent, ,Absent, , , , , , , ,Oromia,Dodola/kechema,Cattle,Older than 4 years,Local,Female,Lungworm /Verminous pneumonia,-1
512, ,Present,,,, ,, ,,, , ,,, , ,,, ,, ,, ,, ,, , , , , , , ,Oromia,Dodola/ k-01,Cattle,Older than 4 years,Local,Female,LSD (Lumpy Skin Disease/,-1
513, ,Absent,Absent,Present,Absent, ,Absent, ,Absent,Present, , ,Absent,Present, , ,Present,Present, ,Present, ,Present, ,Absent, ,Absent, , , , , , , ,Oromia,Dodola/Geneta,Cattle,Older than 4 years,Local,Female,LSD (Lumpy Skin Disease/,-1
514, ,Absent,Absent,Absent,Absent, ,Absent, ,Absent,Absent, , ,Absent,Absent, , ,Absent,Absent, ,Absent, ,Absent, ,Absent, ,Absent, , , , , , , ,Oromia,Dodola/k-01,Cattle,Older than 4 years,Local,Female,Rabies,-1
515, ,Absent,Absent,Absent,Absent, ,Absent, ,Absent,Present, , ,Absent,Absent, , ,Absent,Absent, ,Absent, ,Present, ,Absent, ,Absent, , , , , , , ,Oromia,Dodola/mede wabe,Cattle,Older than 4 years,Cross,Female,Anthrax,-1
516, ,Absent,Absent,Absent,Absent, ,Absent, ,Absent,Absent, , ,Absent,Absent, , ,Absent,Absent, ,Absent, , , ,Absent, ,Absent, , , , , , , ,Oromia,Bule Hora ,Cattle,2 - 4 years,Cross,Female,Babesiosis,-1
517, , , ,Present, ,Present,Present, , , , , , , , , , , , , , ,Present, , , , , , , , , , , ,Somalia,jigjiga clinic,Goats,0 - 6 months,Local,Female,zz_Other,85
