CaseID,train_test,Group,Dup_Stat,OriginDBName,DateOfCaseObserved,Species,DiseaseChosenByUser,ANAEMIA / PALLOR (PALE MEMBRANES),ANOREXIA / (LOSS OF APPETITE),ATAIXA / INCORDINATION OF MOVEMENT,DIARRHOEA,DYSENTERY (BLOOD IN FAECES),DYSPNOEA / COUGHING (DIFFICULTY BREATHING),LYMPH NODE ENLARGEMENT,OCCULAR / NASAL DISCHARGE,PYREXIA / FEVER,STARING COAT (STANDING HAIR / ROUGH COAT),STUNTED GROWTH,WEAKNESS,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION),CONSTIPATION,DEHYDRATION,ICTERUS (YELLOWING OF MEMBRANES),SUBMANDIBULAR / VENTRAL OEDEMA,APATHY / DEPRESSION,ANAEMIA / PALLOR (PALE MEMBRANES)_Absent,ANAEMIA / PALLOR (PALE MEMBRANES)_Present,ANAEMIA / PALLOR (PALE MEMBRANES)_Unknown,ANOREXIA / (LOSS OF APPETITE)_Absent,ANOREXIA / (LOSS OF APPETITE)_Present,ANOREXIA / (LOSS OF APPETITE)_Unknown,ATAIXA / INCORDINATION OF MOVEMENT_Absent,ATAIXA / INCORDINATION OF MOVEMENT_Present,ATAIXA / INCORDINATION OF MOVEMENT_Unknown,DIARRHOEA_Absent,DIARRHOEA_Present,DIARRHOEA_Unknown,DYSENTERY (BLOOD IN FAECES)_Absent,DYSENTERY (BLOOD IN FAECES)_Present,DYSENTERY (BLOOD IN FAECES)_Unknown,DYSPNOEA / COUGHING (DIFFICULTY BREATHING)_Absent,DYSPNOEA / COUGHING (DIFFICULTY BREATHING)_Present,DYSPNOEA / COUGHING (DIFFICULTY BREATHING)_Unknown,LYMPH NODE ENLARGEMENT_Absent,LYMPH NODE ENLARGEMENT_Present,LYMPH NODE ENLARGEMENT_Unknown,OCCULAR / NASAL DISCHARGE_Absent,OCCULAR / NASAL DISCHARGE_Present,OCCULAR / NASAL DISCHARGE_Unknown,PYREXIA / FEVER_Absent,PYREXIA / FEVER_Present,PYREXIA / FEVER_Unknown,STARING COAT (STANDING HAIR / ROUGH COAT)_Absent,STARING COAT (STANDING HAIR / ROUGH COAT)_Present,STARING COAT (STANDING HAIR / ROUGH COAT)_Unknown,STUNTED GROWTH_Absent,STUNTED GROWTH_Present,STUNTED GROWTH_Unknown,WEAKNESS_Absent,WEAKNESS_Present,WEAKNESS_Unknown,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION)_Absent,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION)_Present,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION)_Unknown,CONSTIPATION_Absent,CONSTIPATION_Present,CONSTIPATION_Unknown,DEHYDRATION_Absent,DEHYDRATION_Present,DEHYDRATION_Unknown,ICTERUS (YELLOWING OF MEMBRANES)_Absent,ICTERUS (YELLOWING OF MEMBRANES)_Present,ICTERUS (YELLOWING OF MEMBRANES)_Unknown,SUBMANDIBULAR / VENTRAL OEDEMA_Absent,SUBMANDIBULAR / VENTRAL OEDEMA_Present,SUBMANDIBULAR / VENTRAL OEDEMA_Unknown,APATHY / DEPRESSION_Absent,APATHY / DEPRESSION_Present,APATHY / DEPRESSION_Unknown,COENUROSIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,FASCIOLOSIS,HAEMONCHOSIS,HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,MANGE MITE,NASAL BOT,PASTEUROLLOSIS,POX,PPR,TRICHOSTRONGIULOSIS,ZZ_OTHER
1646,1,30,D,Eddie,5/8/2019 0:00, SHEEP,FASCIOLOSIS,P,P,NP,NP,NP,NP,NP,NP,NP,P,P,P,P,NP,NP,NP,P,P,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3025,1,98,D,veteddie_eddie,1/31/2020 0:00, SHEEP,FASCIOLOSIS,NP,NP,NP,P,NP,NP,NP,NP,NP,P,NP,NP,P,NP,NP,NP,P,NP,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1011,0,36,D,Eddie,2/20/2019 0:00, SHEEP,FASCIOLOSIS,P,NP,NP,P,NP,NP,NP,NP,NP,P,NP,P,P,NP,NP,NP,P,P,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1073,0,48,D,Eddie,2/23/2019 0:00, SHEEP,FASCIOLOSIS,P,NP,NP,NP,NP,NP,NP,NP,NP,P,P,P,P,NP,NP,NP,P,P,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1035,0,35,D,Eddie,2/21/2019 0:00, SHEEP,FASCIOLOSIS,P,NP,NP,P,NP,NP,NP,NP,NP,P,P,P,P,NP,NP,NP,P,P,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
83,0,0,U,Eddie,12/18/2018 0:00, SHEEP,FASCIOLOSIS,P,P,NP,NP,NP,NP,NP,P,P,P,P,P,P,NP,NP,NP,P,P,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
651,0,0,U,Eddie,2/2/2019 0:00, SHEEP,FASCIOLOSIS,NP,NP,NP,NP,NP,NP,NP,NP,P,P,P,P,P,NP,NP,NP,P,NP,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3768,1,0,U,veteddie_eddie,11/22/2019 0:00, SHEEP,FASCIOLOSIS,NP,NP,NP,P,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,P,NP,P,NP,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1444,0,0,U,Eddie,4/12/2019 0:00, SHEEP,FASCIOLOSIS,P,P,NP,NP,NP,NP,NO,NP,NP,P,NP,P,P,NP,P,NP,P,P,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
653,0,0,U,Eddie,2/2/2019 0:00, SHEEP,FASCIOLOSIS,NP,P,NP,P,NP,NP,NP,NP,P,P,P,P,P,NP,P,NP,P,P,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3774,1,0,U,veteddie_eddie,11/28/2019 0:00, SHEEP,FASCIOLOSIS,P,P,NP,P,NP,NP,NP,NP,NP,NP,NP,P,NP,NP,NP,NP,P,P,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3682,0,0,U,veteddie_eddie,1/8/2020 0:00, SHEEP,FASCIOLOSIS,P,NP,NP,P,NP,NP,NP,NP,NP,NP,NP,P,P,NP,NP,NP,P,P,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
120,0,0,U,Eddie,12/20/2018 0:00, SHEEP,FASCIOLOSIS,P,P,NP,NP,NP,NP,NP,NP,P,P,P,P,P,NP,NP,NP,P,P,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2933,0,31,D,veteddie_eddie,2/11/2020 0:00, SHEEP,HAEMONCHOSIS,P,P,NP,NP,NP,NP,NP,NP,NP,P,P,P,P,NP,NP,NP,NP,P,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1754,0,52,M,Eddie,6/4/2019 0:00, SHEEP,HAEMONCHOSIS,P,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,P,P,NP,NP,NP,NP,NP,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1187,0,0,U,Eddie,3/12/2019 0:00, SHEEP,HAEMONCHOSIS,P,P,NP,P,NP,NP,NP,NP,NP,NP,P,P,P,NP,NP,NP,NP,NP,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4322,1,0,U,veteddie_eddie,1/15/2020 0:00, SHEEP,HAEMONCHOSIS,P,NP,P,NP,NP,NP,NP,NP,NP,P,P,P,P,NP,NP,NP,NP,P,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
261,0,69,M,Eddie,1/21/2019 0:00, SHEEP,HYPOCALCEMIA / PREGNANCY TOX.,NP,P,NP,NP,NP,P,NP,P,P,P,NP,P,P,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
3661,1,0,U,veteddie_eddie,1/6/2020 0:00, SHEEP,HYPOCALCEMIA / PREGNANCY TOX.,P,P,P,NP,NP,NP,NP,NP,NP,NP,NP,P,P,NP,NP,NP,NP,P,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1372,0,44,D,Eddie,4/1/2019 0:00, SHEEP,LUNGWORM,P,NP,NP,NP,NP,P,NP,NP,NP,P,NP,P,P,NP,NP,NP,NP,P,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3268,1,80,D,veteddie_eddie,4/7/2020 0:00, SHEEP,LUNGWORM,NP,P,NP,NP,NP,P,NP,P,NP,P,NP,P,P,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1007,0,82,D,Eddie,2/20/2019 0:00, SHEEP,LUNGWORM,NP,P,NP,NP,NP,P,NP,NP,NP,P,NP,P,P,NP,NP,NP,NP,NP,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1610,1,42,D,Eddie,5/7/2019 0:00, SHEEP,LUNGWORM,P,NP,NP,NP,NP,P,NP,NP,NP,P,P,P,P,NP,NP,NP,NP,P,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
635,0,81,D,Eddie,2/1/2019 0:00, SHEEP,LUNGWORM,NP,P,NP,NP,NP,P,NP,NP,NP,P,P,P,P,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1629,1,28,D,Eddie,5/7/2019 0:00, SHEEP,LUNGWORM,P,P,NP,NP,NP,P,NP,NP,NP,P,NP,P,P,NP,NP,NP,NP,P,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1439,1,43,D,Eddie,4/11/2019 0:00, SHEEP,LUNGWORM,P,NP,NP,NP,NP,P,NP,NP,NP,P,NP,P,P,NP,P,NP,NP,P,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1030,0,26,D,Eddie,2/21/2019 0:00, SHEEP,LUNGWORM,P,P,NP,NP,NP,P,NP,NP,NP,P,P,P,P,NP,NP,NP,NP,P,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
385,0,26,D,Eddie,1/21/2019 0:00, SHEEP,LUNGWORM,P,P,NP,NP,NP,P,NP,NP,NP,P,P,P,P,NP,NP,NP,NP,P,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
350,0,81,D,Eddie,1/17/2019 0:00, SHEEP,LUNGWORM,NP,P,NP,NP,NP,P,NP,NP,NP,P,P,P,P,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
405,0,42,D,Eddie,1/22/2019 0:00, SHEEP,LUNGWORM,P,NP,NP,NP,NP,P,NP,NP,NP,P,P,P,P,NP,NP,NP,NP,P,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
628,0,26,D,Eddie,2/1/2019 0:00, SHEEP,LUNGWORM,P,P,NP,NP,NP,P,NP,NP,NP,P,P,P,P,NP,NP,NP,NP,P,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1318,0,46,D,Eddie,3/15/2019 0:00, SHEEP,LUNGWORM,P,NP,NP,NP,NP,P,NP,NP,NP,NP,NP,P,P,NP,NP,NP,NP,P,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1300,0,7,D,Eddie,3/14/2019 0:00, SHEEP,LUNGWORM,P,NP,NP,NP,NP,P,NO,NP,NP,P,NP,P,P,NP,P,NP,NP,P,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1009,0,28,D,Eddie,2/20/2019 0:00, SHEEP,LUNGWORM,P,P,NP,NP,NP,P,NP,NP,NP,P,NP,P,P,NP,NP,NP,NP,P,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
408,0,25,D,Eddie,1/22/2019 0:00, SHEEP,LUNGWORM,P,P,NP,NP,NP,P,NP,NP,NP,P,P,P,P,NP,P,NP,NP,P,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1513,1,44,D,Eddie,4/23/2019 0:00, SHEEP,LUNGWORM,P,NP,NP,NP,NP,P,NP,NP,NP,P,NP,P,P,NP,NP,NP,NP,P,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
